School,Treatment,Population,Individual,StartDate,StartDOY,ThirdDate,ThirdDOY,ThirdMass,FifthDate,FifthDOY,FifthMass,PupaDate,PupaDOY,PupaMass,AdultDate,AdultDOY,Sex,Death,Outcome,Survival,Notes
VCU,VAB,IR,13,5/3/19,123,5/29/19,149,0.0241,6/13/19,164,0.2844,,,,,,U,7/3/19,N,F,dead/natural
VCU,VAB,IR,14,5/3/19,123,6/1/19,152,0.0243,6/20/19,171,0.2672,,,,,,U,7/3/19,N,F,dead/natural
VCU,VAB,IR,15,5/3/19,123,5/31/19,151,0.0239,6/19/19,170,0.2895,,,,,,U,7/6/19,N,F,dead/natural
VCU,VAB,IR,16,5/3/19,123,5/31/19,151,0.0243,6/18/19,169,0.2444,,,,,,U,7/6/19,N,F,dead/natural
VCU,VAB,IR,17,5/3/19,123,5/30/19,150,0.0306,6/14/19,165,0.3133,,,,,,U,7/10/19,N,F,no death notes
VCU,VAB,IR,18,5/3/19,123,5/31/19,151,0.0345,6/17/19,168,0.3752,,,,,,U,7/9/19,N,F,dead/natural
VCU,VAB,IR,19,5/3/19,123,5/31/19,151,0.0328,6/18/19,169,0.4589,7/7/19,188,0.9104,7/26/19,207,M,,L,A,
VCU,VAB,IR,20,5/3/19,123,5/28/19,148,0.0291,6/14/19,165,0.3350,,,,,,U,7/5/19,N,F,died pupating
VCU,VAB,IR,21,5/3/19,123,6/1/19,152,0.0401,6/20/19,171,0.4107,7/7/19,188,0.5730,,,MP,8/6/19,N,P,did not emerge
VCU,VAB,IR,22,5/3/19,123,5/28/19,148,0.0354,6/13/19,164,0.3908,,,,,,U,7/9/19,N,F,dead/natural
VCU,VAB,IR,23,5/3/19,123,6/2/19,153,0.0326,6/19/19,170,0.3054,7/8/19,189,0.4191,,,MP,8/6/19,N,P,did not emerge
VCU,VAB,IR,24,5/3/19,123,5/28/19,148,0.0302,6/13/19,164,0.3531,,,,,,U,7/13/19,N,F,slime
VCU,VAB,IR,25,5/3/19,123,5/29/19,149,0.0261,6/15/19,166,0.3101,,,,,,U,7/3/19,N,F,no death notes
VCU,VAB,MN,1,5/3/19,123,6/1/19,152,0.0188,6/17/19,168,0.2548,7/8/19,189,0.6104,,,MP,8/6/19,N,P,head capsule attached to pupa when weighed; did not emerge
VCU,VAB,MN,2,5/3/19,123,6/2/19,153,0.0152,6/19/19,170,0.1001,7/24/19,205,1.4420,8/4/19,216,F,,L,A,
VCU,VAB,MN,3,5/3/19,123,6/3/19,154,0.0236,6/15/19,166,0.2006,7/14/19,195,1.7270,7/28/19,209,F,,L,A,
VCU,VAB,MN,4,5/3/19,123,5/28/19,148,0.0194,,,,,,,,,U,6/13/19,N,T,drowned
VCU,VAB,MN,5,5/3/19,123,6/7/19,158,0.0175,6/25/19,176,0.1840,7/17/20,199,0.4627,8/1/19,213,M,,L,A,
VCU,VAB,MN,6,5/3/19,123,5/30/19,150,0.0280,6/13/19,164,0.2347,,,,,,U,8/19/19,N,F,did not emerge
VCU,VAB,MN,7,5/3/19,123,5/29/19,149,0.0169,6/14/19,165,0.3165,,,,,,U,7/17/19,N,F,died while molting
VCU,VAB,MN,8,5/3/19,123,5/29/19,149,0.0195,6/13/19,164,0.2198,,,,,,U,6/26/19,N,F,dead/natural
VCU,VAB,MN,9,5/3/19,123,6/3/19,154,0.0310,6/16/19,167,0.1571,,,,,,U,7/31/19,N,F,
VCU,VAB,MN,10,5/3/19,123,5/28/19,148,0.0185,6/15/19,166,0.1984,,,,,,U,7/3/19,N,F,dead/natural
VCU,VAB,MN,11,5/3/19,123,5/29/19,149,0.0266,6/13/19,164,0.3348,7/17/19,198,1.5595,,,FP,8/19/19,N,P,did not emerge
VCU,VAB,MN,12,5/3/19,123,5/31/19,151,0.0254,6/16/19,167,0.2705,,,,,,U,7/3/19,N,F,natural causes
VCU,VAB,MN,13,5/3/19,123,5/31/19,151,0.0222,6/14/19,165,0.2008,,,,,,U,7/24/19,N,F,
VCU,VAB,MN,14,5/3/19,123,5/28/19,148,0.0226,6/13/19,164,0.2969,,,,,,U,7/10/19,N,F,slime
VCU,VAB,MN,15,5/3/19,123,6/1/19,152,0.0177,6/17/19,168,0.2603,7/7/19,188,0.4567,,,MP,,N,P,
VCU,VAB,MN,16,5/3/19,123,6/1/19,152,0.0203,,,,,,,,,U,6/22/19,N,T,drowned
VCU,VAB,MN,17,5/3/19,123,6/1/19,152,0.0194,6/18/19,169,0.1589,,,,,,U,7/16/19,N,F,natural causes
VCU,VAB,MN,18,5/3/19,123,6/1/19,152,0.0199,,,,,,,,,U,6/5/19,N,T,death/natural
VCU,VAB,MN,19,5/3/19,123,6/4/19,155,0.0182,6/21/19,172,0.3568,,,,,,U,7/6/19,N,F,death/natural
VCU,VAB,MN,20,5/3/19,123,5/29/19,149,0.0206,6/14/19,165,0.2681,,,,,,U,7/10/19,N,F,slime
VCU,VAB,MN,21,5/3/19,123,5/30/19,150,0.0186,6/14/19,165,0.2552,,,,,,U,7/15/19,N,F,slime; pupating
VCU,VAB,MN,22,5/3/19,123,6/4/19,155,0.0283,6/18/19,169,0.1999,,,,,,U,7/31/19,N,F,
VCU,VAB,MN,23,5/3/19,123,6/6/19,157,0.0127,6/19/19,170,0.0972,,,,,,U,7/4/19,N,F,natural causes
VCU,VAB,MN,24,5/3/19,123,5/30/19,150,0.0163,6/19/19,170,0.2862,7/8/19,189,0.4388,,,MP,8/6/19,N,P,did not emerge
VCU,VAB,MN,25,5/3/19,123,5/31/19,151,0.0204,6/15/19,166,0.2534,7/17/19,198,1.7036,,,FP,8/19/19,N,P,failed to emerge
VCU,VAB,NC1,1,5/3/19,123,5/28/19,148,0.0242,6/11/19,162,0.3283,,,,,,U,NA,N,F,no death date recorded
VCU,VAB,NC1,2,5/3/19,123,5/28/19,148,0.0327,6/14/19,165,0.2778,,,,,,U,7/3/19,N,F,
VCU,VAB,NC1,3,5/3/19,123,5/27/19,147,0.0265,6/11/19,162,0.2832,,,,,,U,7/3/19,N,F,
VCU,VAB,NC1,4,5/3/19,123,5/27/19,147,0.0229,6/14/19,165,0.2754,,,,,,U,7/3/19,N,F,
VCU,VAB,NC1,5,5/3/19,123,5/29/19,149,0.0223,6/15/19,166,0.2397,,,,,,U,7/3/19,N,F,
VCU,VAB,NC1,6,5/3/19,123,5/29/19,149,0.0303,6/13/19,164,0.3628,,,,,,U,,N,F,
VCU,VAB,NC1,7,5/3/19,123,5/27/19,147,0.0280,6/13/19,164,0.4105,7/2/19,183,0.7354,7/20/19,201,M,,L,A,
VCU,VAB,NC1,8,5/3/19,123,5/28/19,148,0.0395,6/15/19,166,0.4008,7/6/19,187,0.9030,,,MP,8/6/19,N,P,did not emerge
VCU,VAB,NC1,9,5/3/19,123,5/27/19,147,0.0216,6/11/19,162,0.2606,7/8/19,189,2.2145,,,FP,7/10/19,N,P,died during pupation
VCU,VAB,NC1,10,5/3/19,123,5/30/19,150,0.0214,6/17/19,168,0.2383,,,,,,U,7/21/19,N,F,
VCU,VAB,NC1,11,5/3/19,123,5/29/19,149,0.0325,6/14/19,165,0.3068,,,,,,U,7/17/19,N,F,natural causes
VCU,VAB,NC1,12,5/3/19,123,5/28/19,148,0.0305,6/13/19,164,0.4561,,,,,,U,7/21/19,N,F,
VCU,VAB,NC1,13,5/3/19,123,5/27/19,147,0.0431,6/11/19,162,0.2759,7/16/19,197,1.8232,,,FP,7/24/19,N,P,died pupating
VCU,VAB,NC1,14,5/3/19,123,5/31/19,151,0.0279,6/17/19,168,0.2533,,,,,,U,7/3/19,N,F,
VCU,VAB,NC1,15,5/3/19,123,6/9/19,160,0.0195,6/20/19,171,0.2003,7/20/19,201,1.2625,,,MP,,N,P,no death date
VCU,VAB,NC1,16,5/3/19,123,5/30/19,150,0.0343,6/16/19,167,0.3517,,,,,,U,7/6/19,N,F,dead/natural
VCU,VAB,NC1,17,5/3/19,123,5/28/19,148,0.0328,6/11/19,162,0.2818,,,,,,U,7/21/20,N,F,
VCU,VAB,NC1,18,5/3/19,123,5/29/19,149,0.0217,6/16/19,167,0.2436,7/8/19,189,0.3783,,,MP,NA,N,P,no death date recorded
VCU,VAB,NC1,19,5/3/19,123,5/30/19,150,0.0249,6/18/19,169,0.3309,,,,,,U,7/15/19,N,F,slime
VCU,VAB,NC1,20,5/3/19,123,6/1/19,152,0.0295,6/17/19,168,0.2304,,,,,,U,7/16/19,N,F,slime/mold
VCU,VAB,NC1,21,5/3/19,123,,,,,,,,,,,,U,6/5/19,N,L,death/natural
VCU,VAB,NC1,22,5/3/19,123,5/29/19,149,0.0354,6/15/19,166,0.3615,7/3/19,184,0.6691,7/20/19,201,M,,L,A,
VCU,VAB,NC1,23,5/3/19,123,5/29/19,149,0.0250,6/17/19,168,0.2905,,,,,,U,7/10/19,N,F,slime/blue mold
VCU,VAB,NC1,24,5/3/19,123,5/27/19,147,0.0284,6/14/19,165,0.2893,,,,,,U,7/3/19,N,F,
VCU,VAB,NC1,25,5/3/19,123,5/27/19,147,0.0349,6/10/19,161,0.2655,,,,,,U,7/3/19,N,F,
VCU,VAB,NC2,1,5/3/19,123,5/27/19,147,0.0247,6/13/19,164,0.3221,,,,,,U,7/4/19,N,F,dead/natural
VCU,VAB,NC2,2,5/3/19,123,5/27/19,147,0.0248,6/14/19,165,0.2807,,,,,,U,7/3/19,N,F,
VCU,VAB,NC2,3,5/3/19,123,5/30/19,150,0.0325,6/18/19,169,0.3288,,,,,,U,7/3/19,N,F,
VCU,VAB,NC2,4,5/3/19,123,5/28/19,148,0.0258,6/11/19,162,0.2901,7/14/19,195,3.2952,,,FP,8/19/19,N,P,failed to emerge
VCU,VAB,NC2,5,5/3/19,123,5/28/19,148,0.0289,6/13/19,164,0.4204,7/2/19,183,0.8475,,,MP,8/19/19,N,P,did not emerge
VCU,VAB,NC2,6,5/3/19,123,,,,,,,,,,,,U,5/16/19,N,L,dead/mold
VCU,VAB,NC2,7,5/3/19,123,5/30/19,150,0.0240,6/16/19,167,0.3228,7/8/19,189,0.4826,,,MP,8/19/19,N,P,head capsule attached to pupa when weighed; failed to emerge
VCU,VAB,NC2,8,5/3/19,123,5/28/19,148,0.0328,6/11/19,162,0.3072,NA,,NA,,,U,8/6/19,N,F,"missed pupation date, did not emerge"
VCU,VAB,NC2,9,5/3/19,123,5/29/19,149,0.0244,6/14/19,165,0.3230,,,,,,U,7/23/19,N,F,
VCU,VAB,NC2,10,5/3/19,123,5/29/19,149,0.0284,6/13/19,164,0.2889,,,,,,U,7/31/19,N,F,
VCU,VAB,NC2,11,5/3/19,123,5/28/19,148,0.0225,6/15/19,166,0.3483,,,,,,U,7/9/19,N,F,dead/natural
VCU,VAB,NC2,12,5/3/19,123,5/27/19,147,0.0224,6/13/19,164,0.4474,,,,,,U,7/15/19,N,F,slime
VCU,VAB,NC2,13,5/3/19,123,,,,,,,,,,,,U,5/16/19,N,L,dead/natural
VCU,VAB,NC2,14,5/3/19,123,5/28/19,148,0.0288,6/13/19,164,0.4398,7/17/19,198,NA,,,U,7/23/19,N,F,unable to mass pupa; did not emerge
VCU,VAB,NC2,15,5/3/19,123,,,,,,,,,,,,U,5/16/19,N,L,dead/natural causes
VCU,VAB,NC2,16,5/3/19,123,5/27/19,147,0.0304,6/13/19,164,0.4377,7/11/19,192,3.0503,7/27/19,208,F,,L,A,
VCU,VAB,NC2,17,5/3/19,123,5/31/19,151,0.0479,6/13/19,164,0.3095,,,,7/29/19,210,F,,L,A,
VCU,VAB,NC2,18,5/3/19,123,5/27/19,147,0.0215,6/13/19,164,0.2803,,,,,,U,7/10/19,N,F,no death note
VCU,VAB,NC2,19,5/3/19,123,5/28/19,148,0.0322,6/14/19,165,0.3734,,,,,,U,7/3/19,N,F,
VCU,VAB,NC2,20,5/3/19,123,5/28/19,148,0.0220,6/15/19,166,0.2536,,,,,,U,7/10/19,N,F,no death note
VCU,VAB,NC2,21,5/3/19,123,5/27/19,147,0.0483,6/14/19,165,0.6097,,,,,,U,7/17/19,N,F,
VCU,VAB,NC2,22,5/3/19,123,5/30/19,150,0.0290,6/17/19,168,0.2834,7/5/19,186,0.7050,7/22/19,203,M,,L,A,
VCU,VAB,NC2,23,5/3/19,123,5/29/19,149,0.0266,6/13/19,164,0.2941,,,,,,U,7/3/19,N,F,
VCU,VAB,NC2,24,5/3/19,123,,,,,,,,,,,,U,5/16/19,N,L,dead/mold
VCU,VAB,NC2,25,5/3/19,123,5/28/19,148,0.0263,6/13/19,164,0.4539,,,,,,U,7/6/19,N,F,dead/natural
VCU,VAB,WI1,1,5/3/19,123,5/28/19,148,0.0157,6/15/19,166,0.2275,,,,,,U,7/4/19,N,F,dead/natural
VCU,VAB,WI1,2,5/3/19,123,5/29/19,149,0.0227,6/13/19,164,0.1967,,,,,,U,7/6/19,N,F,dead/natural
VCU,VAB,WI1,3,5/3/19,123,5/27/19,147,0.0192,6/13/19,164,0.3443,,,,,,U,7/14/19,N,F,
VCU,VAB,WI1,4,5/3/19,123,5/31/19,151,0.0248,6/16/19,167,0.2018,,,,,,U,7/31/19,N,F,
VCU,VAB,WI1,5,5/3/19,123,6/2/19,153,0.0202,6/17/19,168,0.1482,,,,,,U,7/16/19,N,F,slime
VCU,VAB,WI1,6,5/3/19,123,5/28/19,148,0.0242,6/13/19,164,0.2926,,,,,,U,7/9/19,N,F,dead/natural causes
VCU,VAB,WI1,7,5/3/19,123,5/31/19,151,0.0203,6/17/19,168,0.1931,,,,,,U,7/3/19,N,F,no death note
VCU,VAB,WI1,8,5/3/19,123,5/31/19,151,0.0182,6/18/19,169,0.2978,,,,,,U,7/4/19,N,F,dead/natura
VCU,VAB,WI1,9,5/3/19,123,6/1/19,152,0.0262,6/18/19,169,0.2987,,,,,,U,7/3/19,N,F,
VCU,VAB,WI1,10,5/3/19,123,5/30/19,150,0.0232,6/20/19,171,0.2843,,,,,,U,7/3/19,N,F,
VCU,VAB,WI1,11,5/3/19,123,,,,,,,,,,,,U,5/16/19,N,L,dead/natural causes
VCU,VAB,WI1,12,5/3/19,123,5/30/19,150,0.0171,6/14/19,165,0.2364,,,,,,U,7/10/19,N,F,no death note
VCU,VAB,WI1,13,5/3/19,123,5/29/19,149,0.0193,6/16/19,167,0.1983,,,,,,U,7/3/19,N,F,
VCU,VAB,WI1,14,5/3/19,123,6/6/19,157,0.0175,6/22/19,173,0.1830,,,,,,U,7/10/19,N,F,no death note
VCU,VAB,WI1,15,5/3/19,123,6/1/19,152,0.0276,6/20/19,171,0.2901,,,,,,U,7/9/19,N,F,dead/natural causes
VCU,VAB,WI1,16,5/3/19,123,6/4/19,155,0.0125,6/17/19,168,0.1055,7/21/19,202,,,,U,8/21/19,N,F,did not emerge
VCU,VAB,WI1,17,5/3/19,123,5/30/19,150,0.0157,6/14/19,165,0.1149,,,,,,U,7/3/19,N,F,
VCU,VAB,WI1,18,5/3/19,123,5/31/19,151,0.0294,6/18/19,169,0.2794,,,,,,U,7/3/19,N,F,
VCU,VAB,WI1,19,5/3/19,123,5/27/19,147,0.0287,6/13/19,164,0.3218,,,,,,U,7/10/19,N,F,no death note
VCU,VAB,WI1,20,5/3/19,123,5/27/19,147,0.0245,NA,,NA,,,,,,U,7/10/19,N,T,missed 5th instar; no death note
VCU,VAB,WI1,21,5/3/19,123,5/31/19,151,0.0143,6/15/19,166,0.2068,,,,,,U,7/31/19,N,F,
VCU,VAB,WI1,22,5/3/19,123,NA,,NA,6/29/19,180,0.2412,,,,,,U,,N,F,missed 3rd instar
VCU,VAB,WI1,23,5/3/19,123,5/31/19,151,0.0181,6/18/19,169,0.3105,7/9/19,190,0.5432,,,MP,7/11/19,N,P,no dead note
VCU,VAB,WI1,24,5/3/19,123,6/4/19,155,0.0154,6/21/19,172,0.1860,,,,,,U,NA,N,F,no death date recorded
VCU,VAB,WI1,25,5/3/19,123,5/30/19,150,0.0183,6/15/19,166,0.2736,,,,,,U,7/4/19,N,F,dead/natural
VCU,VAB,WV1,1,5/3/19,123,5/31/19,151,0.0224,6/17/19,168,0.2343,,,,,,U,7/3/19,N,F,
VCU,VAB,WV1,2,5/3/19,123,5/28/19,148,0.0352,6/15/19,166,0.3999,7/21/19,202,1.9522,,,FP,8/31/19,N,P,did not emerge
VCU,VAB,WV1,3,5/3/19,123,5/27/19,147,0.0245,6/13/19,164,0.2775,7/15/19,196,2.0790,,,FP,8/19/19,N,P,did not emerge
VCU,VAB,WV1,4,5/3/19,123,5/27/19,147,0.0319,6/13/19,164,0.2880,,,,,,U,7/3/19,N,F,
VCU,VAB,WV1,5,5/3/19,123,5/30/19,150,0.0285,6/17/19,168,0.2757,,,,,,U,7/3/19,N,F,
VCU,VAB,WV1,6,5/3/19,123,5/28/19,148,0.0194,6/15/19,166,0.2448,,,,,,U,7/3/19,N,F,
VCU,VAB,WV1,7,5/3/19,123,5/27/19,147,0.0295,6/13/19,164,0.3286,,,,,,U,7/3/19,N,F,
VCU,VAB,WV1,8,5/3/19,123,5/29/19,149,0.0220,6/14/19,165,0.3596,,,,,,U,7/9/19,N,F,dead/natural
VCU,VAB,WV1,9,5/3/19,123,5/27/19,147,0.0219,6/11/19,162,0.2935,,,,,,U,7/6/19,N,F,dead/natural
VCU,VAB,WV1,10,5/3/19,123,5/30/19,150,0.0243,6/16/19,167,0.3370,,,,,,U,7/9/19,N,F,dead/natural
VCU,VAB,WV1,11,5/3/19,123,5/27/19,147,0.0258,6/14/19,165,0.3524,,,,,,U,7/3/19,N,F,
VCU,VAB,WV1,12,5/3/19,123,6/1/19,152,0.0301,6/17/19,168,0.2495,7/4/19,185,0.6951,,,MP,8/6/19,N,P,did not emerge
VCU,VAB,WV1,13,5/3/19,123,5/30/19,150,0.0318,6/16/19,167,0.3488,,,,,,U,7/3/19,N,F,
VCU,VAB,WV1,14,5/3/19,123,6/3/19,154,0.0486,6/18/19,169,0.2994,7/5/19,186,0.5683,,,MP,8/6/19,N,P,did not emerge
VCU,VAB,WV1,15,5/3/19,123,6/3/19,154,0.0215,6/20/19,171,0.2789,,,,,,U,7/3/19,N,F,
VCU,VAB,WV1,16,5/3/19,123,5/28/19,148,0.0209,6/13/19,164,0.4091,,,,,,U,7/9/19,N,F,dead/natural
VCU,VAB,WV1,17,5/3/19,123,5/27/19,147,0.0287,6/14/19,165,0.2755,,,,,,U,7/3/19,N,F,
VCU,VAB,WV1,18,5/3/19,123,5/29/19,149,0.0234,6/13/19,164,0.2838,,,,,,U,7/10/19,N,F,no death note
VCU,VAB,WV1,19,5/3/19,123,5/31/19,151,0.0378,6/17/19,168,0.2570,,,,,,U,7/3/19,N,F,
VCU,VAB,WV1,20,5/3/19,123,6/1/19,152,0.0363,6/18/19,169,0.2890,,,,,,U,7/10/19,N,F,no death note
VCU,VAB,WV1,21,5/3/19,123,5/28/19,148,0.0306,6/14/19,165,0.4151,,,,,,U,7/17/20,N,F,died pupating
VCU,VAB,WV1,22,5/3/19,123,5/29/19,149,0.0301,6/16/19,167,0.2697,,,,,,U,7/4/19,N,F,dead/natural
VCU,VAB,WV1,23,5/3/19,123,5/28/19,148,0.0286,6/16/19,167,0.2774,,,,,,U,7/9/19,N,F,dead/natural
VCU,VAB,WV1,24,5/3/19,123,5/28/19,148,0.0252,6/13/19,164,0.3517,,,,,,U,7/9/19,N,F,dead/natural
VCU,VAB,WV1,25,5/3/19,123,5/28/19,148,0.0178,6/15/19,166,0.2889,,,,,,U,7/9/19,N,F,dead/natural
UR,VA4.5,AL,1,5/2/19,122,5/20/19,140,0.027,6/5/19,156,0.339,,,,,,U,07/12/19,N,F,
UR,VA4.5,AL,2,5/2/19,122,5/26/19,146,0.022,6/12/19,163,0.383,7/2/19,183,0.769,7/17/19,198,M,,L,A,
UR,VA4.5,AL,3,5/2/19,122,5/22/19,142,0.032,6/7/19,158,0.298,6/25/19,176,0.659,,,M,08/07/19,N,P,unemerged
UR,VA4.5,AL,4,5/2/19,122,5/26/19,146,0.028,6/9/19,160,0.290,7/10/19,191,3.131,7/22/19,203,F,,L,A,
UR,VA4.5,AL,5,5/2/19,122,5/23/19,143,0.021,6/7/19,158,0.257,7/2/19,183,2.643,7/13/19,194,F,,L,A,
UR,VA4.5,AL,6,5/2/19,122,5/25/19,145,0.019,6/9/19,160,0.333,7/8/19,189,1.952,7/19/19,200,F,,L,A,
UR,VA4.5,AL,7,5/2/19,122,5/27/19,147,0.030,6/10/19,161,0.279,7/8/19,189,2.588,7/19/19,200,F,,L,A,
UR,VA4.5,AL,8,5/2/19,122,5/23/19,143,0.016,6/6/19,157,0.265,7/6/19,187,3.422,7/18/19,199,F,,L,A,
UR,VA4.5,AL,9,5/2/19,122,5/26/19,146,0.020,6/10/19,161,0.351,7/7/19,188,2.948,7/19/19,200,F,,L,A,
UR,VA4.5,AL,10,5/2/19,122,5/26/19,146,0.029,6/9/19,160,0.251,7/19/19,200,1.283,,,F,08/07/19,N,P,"really is a female, unemerged"
UR,VA4.5,AL,11,5/2/19,122,5/24/19,144,0.040,6/9/19,160,0.408,7/2/19,183,0.917,7/15/19,196,M,,L,A,
UR,VA4.5,AL,12,5/2/19,122,5/23/19,143,0.027,6/9/19,160,0.295,6/29/19,180,0.771,7/13/19,194,M,,L,A,
UR,VA4.5,AL,13,5/2/19,122,5/27/19,147,0.019,6/9/19,160,0.260,7/8/19,189,3.554,7/20/19,201,F,,L,A,
UR,VA4.5,AL,14,5/2/19,122,5/29/19,149,0.031,6/20/19,171,0.385,7/17/19,198,1.927,7/27/19,208,F,,L,A,"Alt 5th instar information: 6/13/19, 0.166g"
UR,VA4.5,AL,15,5/2/19,122,5/20/19,140,0.029,6/3/19,154,0.424,7/2/19,183,4.000,7/15/19,196,F,,L,A,
UR,VA4.5,AL,16,5/2/19,122,6/4/19,155,0.045,6/13/19,164,0.235,7/8/19,189,2.946,,,F,,L,A,"emerged as adult, but no date recorded"
UR,VA4.5,AL,17,5/2/19,122,5/22/19,142,0.021,6/7/19,158,0.255,7/10/19,191,2.639,7/22/19,203,F,,L,A,
UR,VA4.5,AL,18,5/2/19,122,5/22/19,142,0.028,6/6/19,157,0.333,7/6/19,187,3.216,7/18/19,199,F,,L,A,
UR,VA4.5,AL,19,5/2/19,122,5/23/19,143,0.023,6/6/19,157,0.288,,,,,,U,07/09/19,N,F,
UR,VA4.5,AL,20,5/2/19,122,5/26/19,146,0.022,6/11/19,162,0.295,7/1/19,182,0.757,7/15/19,196,M,,L,A,
UR,VA4.5,AL,21,5/2/19,122,5/25/19,145,0.019,6/8/19,159,0.228,7/14/19,195,2.065,7/26/19,207,F,,L,A,
UR,VA4.5,AL,22,5/2/19,122,5/26/19,146,0.020,6/13/19,164,0.349,7/2/19,183,0.783,7/16/19,197,M,,L,A,
UR,VA4.5,AL,23,5/2/19,122,5/20/19,140,0.025,6/3/19,154,0.275,,,,,,U,07/05/19,N,F,
UR,VA4.5,AL,24,5/2/19,122,,,,,,,,,,,,U,05/22/19,N,L,
UR,VA4.5,AL,25,5/2/19,122,5/24/19,144,0.022,6/6/19,157,0.240,7/3/19,184,3.101,7/15/19,196,F,,L,A,
UR,VA4.5,IR,1,5/2/19,122,5/22/19,142,0.028,6/5/19,156,0.296,7/6/19,187,3.226,7/19/19,200,F,,L,A,
UR,VA4.5,IR,2,5/2/19,122,5/26/19,146,0.014,6/8/19,159,0.230,,,,,,U,07/12/19,N,F,
UR,VA4.5,IR,3,5/2/19,122,5/25/19,145,0.022,6/8/19,159,0.305,6/27/19,178,0.774,7/12/19,193,M,,L,A,
UR,VA4.5,IR,4,5/2/19,122,5/25/19,145,0.019,6/11/19,162,0.033,7/2/19,183,0.829,7/21/19,202,M,,L,A,
UR,VA4.5,IR,5,5/2/19,122,5/22/19,142,0.026,6/7/19,158,0.273,7/5/19,186,2.705,,,F,08/07/19,N,P,unemerged
UR,VA4.5,IR,6,5/2/19,122,5/25/19,145,0.032,6/8/19,159,0.346,7/6/19,187,3.950,7/19/19,200,F,,L,A,
UR,VA4.5,IR,7,5/2/19,122,5/24/19,144,0.020,6/7/19,158,0.273,7/5/19,186,2.876,7/18/19,199,F,,L,A,
UR,VA4.5,IR,8,5/2/19,122,5/22/19,142,0.034,6/8/19,159,0.422,6/26/19,177,1.015,7/16/19,197,M,,L,A,
UR,VA4.5,IR,9,5/2/19,122,5/22/19,142,0.032,6/9/19,160,0.355,6/26/19,177,0.787,,,M,08/07/19,N,P,unemerged
UR,VA4.5,IR,10,5/2/19,122,5/20/19,140,0.024,6/4/19,161,0.296,6/30/19,181,3.618,7/13/19,194,F,,L,A,
UR,VA4.5,IR,11,5/2/19,122,5/24/19,144,0.020,6/10/19,160,0.267,6/29/19,180,0.531,7/16/19,197,M,,L,A,
UR,VA4.5,IR,12,5/2/19,122,5/25/19,145,0.021,6/9/19,160,0.289,6/26/19,177,0.610,7/10/19,191,M,,L,A,
UR,VA4.5,IR,13,5/2/19,122,5/23/19,143,0.022,6/7/19,158,0.316,6/26/19,177,0.884,,,M,08/07/19,N,P,unemerged
UR,VA4.5,IR,14,5/2/19,122,5/29/19,149,0.033,6/14/19,157,0.316,6/30/19,181,0.886,7/13/19,194,M,,L,A,
UR,VA4.5,IR,15,5/2/19,122,5/23/19,143,0.029,6/6/19,157,0.306,7/7/19,188,3.010,7/19/19,200,F,,L,A,
UR,VA4.5,IR,16,5/2/19,122,5/24/19,144,0.032,6/6/19,167,0.345,7/9/19,190,4.164,7/21/19,202,F,,L,A,
UR,VA4.5,IR,17,5/2/19,122,5/27/19,147,0.017,6/16/19,167,0.378,7/5/19,186,0.906,7/19/19,200,M,,L,A,
UR,VA4.5,IR,18,5/2/19,122,,,,,,,,,,,,U,05/08/19,N,L,
UR,VA4.5,IR,19,5/2/19,122,5/23/19,143,0.025,6/9/19,160,0.286,7/1/19,182,0.722,7/15/19,196,M,,L,A,
UR,VA4.5,IR,20,5/2/19,122,5/24/19,144,0.024,6/9/19,160,0.285,7/3/19,184,0.848,7/17/19,198,M,,L,A,
UR,VA4.5,IR,21,5/2/19,122,5/24/19,144,0.024,6/9/19,160,0.412,7/1/19,182,0.756,7/15/19,196,M,,L,A,
UR,VA4.5,IR,22,5/2/19,122,5/28/19,148,0.020,6/12/19,163,0.310,7/4/19,185,0.890,7/18/19,199,M,,L,A,
UR,VA4.5,IR,23,5/2/19,122,5/24/19,144,0.017,6/10/19,161,0.256,7/4/19,185,0.940,7/17/19,198,M,,L,A,
UR,VA4.5,IR,24,5/2/19,122,5/27/19,147,0.020,6/10/19,161,0.320,,,0.756,,,U,07/16/19,N,F,
UR,VA4.5,IR,25,5/2/19,122,5/24/19,144,0.031,6/6/19,157,0.326,7/3/19,184,2.429,,,F,08/07/19,N,P,unemerged
UR,VA4.5,MN,1,5/2/19,122,,,,,,,,,,,,U,05/17/19,U,NA,Squished by diet
UR,VA4.5,MN,2,5/2/19,122,5/25/19,145,0.020,6/10/19,161,0.254,7/3/19,184,0.830,7/17/19,198,M,,L,A,
UR,VA4.5,MN,3,5/2/19,122,5/21/19,141,0.019,6/3/19,154,0.197,7/4/19,185,2.539,7/17/19,198,F,,L,A,
UR,VA4.5,MN,4,5/2/19,122,5/22/19,142,0.023,6/5/19,156,0.251,7/5/19,186,2.161,7/17/19,198,F,,L,A,
UR,VA4.5,MN,5,5/2/19,122,5/25/19,145,0.021,6/11/19,162,0.209,7/5/19,186,0.578,7/18/19,199,M,,L,A,
UR,VA4.5,MN,6,5/2/19,122,5/23/19,143,0.026,6/6/19,157,0.203,7/8/19,189,2.424,,,F,08/07/19,N,P,unemerged
UR,VA4.5,MN,7,5/2/19,122,,,,,,,,,,,,U,05/27/19,N,L,
UR,VA4.5,MN,8,5/2/19,122,5/23/19,143,0.017,6/9/19,160,0.268,6/30/19,181,0.600,7/14/19,195,M,,L,A,
